Model,CalibrationMethod,EvaluationSeason,Outcome,PredictedProbability,ObservedIndicator,CalibrationBin
Tuned Random Forest,Sigmoid,2022-23,H,0.22356637717443648,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.25094578719623056,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.526629888068975,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.31024523162447776,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4029929299785397,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3948054080953926,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.6269617457122524,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.457218254289048,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.33606772634346743,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.2341786502372536,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5960607807447257,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.6843260380264286,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.4450692375871295,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.27050964791768495,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.3399302329170618,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.24930008416381455,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.46729167031888375,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3074766790425902,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.26984263214835547,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.336094500716388,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.3088876930609462,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.6187052676531536,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.43797924090559276,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.1603489295566871,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.131286130775427,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.24803125864828743,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.42804024203614893,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.2347388089288288,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4975872365400671,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.46036332963701404,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.42381300590203663,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.17556210746222783,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6058508333231112,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.2911217876505867,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.48365829311364766,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3302860436475791,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.43185473845173455,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4316283134592678,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.30975639041657804,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.6596512840657387,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.12747873528564413,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.3849175257419613,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.41269187949855696,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.12475340690589987,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5070999877615866,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.3745734461493301,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4411561322644092,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.18553127752283385,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.45571760590521054,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.2078315731115097,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4505112224747393,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.32255727859832267,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.14301497661316287,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6467619866285977,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.5639044248147204,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.6641624505065308,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.48731673418592386,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.34420096303702136,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.46191304917495163,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6982145506233269,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.43284899203818106,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.2730442972413634,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.1799836784455931,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.29826137582765405,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.19573035806588857,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.3341820036229748,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.360649834194943,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.32453696980987673,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.615793790199685,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6930961789070298,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.4021211802580736,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.29355775184574506,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5992792522876553,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.33305902959798467,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.12042276203540295,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4824562292781881,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.192735830413143,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6253088902538849,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.1522395476740671,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.2212892041118449,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4445636549315459,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4339742718486836,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.268759517029109,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.22855048337671185,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5737815252173816,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.5946571027632699,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.13314501535348017,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6228219619939739,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.37959667664246904,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.29613466450312315,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.19885447130790387,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4588169564620031,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6533978990962716,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.606848849843823,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.19707971446262676,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.18882594572561584,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5988360802334567,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.16592624784783,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5250420940420237,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.2543686488141876,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.40687281020860144,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5996574399107839,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.4384096857590246,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.244955810492602,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.42805434159047223,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.45534965761249907,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.21391905600647732,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.25896344518278497,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.3975869853153809,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.5475006660280497,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.2095485812802235,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4772004174152898,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.25604408653525096,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.32596760945960046,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4327701236372964,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.502764240548195,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.5623091161774354,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.2864724639401391,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.19328480417511812,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5661866621752907,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.28994720604591634,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.20203034652812948,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.2718228551714382,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5123527490330217,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.27741000947809713,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4800706606988474,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5358491107892371,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.2736949053873142,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.6661188663127118,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.26841187034665936,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5121586036529578,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.422873465692726,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5158527886636045,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.5961196167098711,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.0842150171768857,1,0
Tuned Random Forest,Sigmoid,2022-23,H,0.5624198034295276,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.5920587130417458,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.1847643171689388,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.38594799703375104,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.22865271102802578,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.6065446460553758,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.5955059250745753,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.16561798208778128,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.2754352119506207,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.37748423121360125,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.21950697986960202,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.2967232434141815,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.2275640262662149,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.1932765412775596,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6831386994427979,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.5874848599373788,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.3188337289077714,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.16313294000801337,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4586407769140172,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.48401775965934346,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6001176899350056,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.40086512208726655,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3575442438005672,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.13093105487401743,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.45870641795993516,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5592960163975004,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.5275928472799473,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.3831083063519465,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.1184448634336199,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.19193014528146068,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.3840135474027311,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4391961460559718,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.18047249219834471,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.390582890500689,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.465022612954353,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.666938057562297,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6486925096423514,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6890174192424187,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.35726141913528325,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4536123948082187,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5085958990874552,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.603742161056724,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.26109064325927717,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.1983346115783558,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.42459342048259807,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4631711580614009,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.41562267387019924,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.09683336206767637,1,0
Tuned Random Forest,Sigmoid,2022-23,H,0.11387279253066561,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.2195630925250169,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.2172277771849106,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.25342405152371045,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.6058878887321167,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.17896820046545434,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6354995783756955,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.5856921489906628,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.3695792613998476,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.5468139972114475,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.24347984772176093,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.21054653718730224,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.46540749874105786,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4889444504051606,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.543220330263927,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.19372871907204892,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.418136514155257,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6566630153491575,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6928260069319226,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.33104299165140066,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.39363956486799334,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4758653142847244,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4079820705782438,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6139693654931918,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.3889452804588813,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.3845452000639967,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4340028062702656,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.17989984462068773,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.20450466939840312,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.22404987049437805,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4554420130840834,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3105995398248653,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.45054339122020653,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.2251080342354378,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.5510204464006552,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.27411768168858064,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4158728093480056,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4859637562006952,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5932749645995865,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.1016051608899763,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4533282617487274,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.2247327249106265,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.4118813829991906,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3115937936892111,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.27989666011417336,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.3431453652933711,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4003202253573908,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.7174933492274186,1,7
Tuned Random Forest,Sigmoid,2022-23,H,0.25660425092480665,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.6288371589989984,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.30910449025901104,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.1916873093399161,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.12401278137504648,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.16467563604453433,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.6688840513150416,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.32456152159092594,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4440664799631005,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.42356533019717707,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.36271353628530323,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.6792535130357533,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.36513614622392515,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.3987144279575081,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4538575454296464,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.42053444023509223,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.3277522916485214,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.41422834098523126,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5176355798782502,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.21148912372152318,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.20339804749347484,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.16367670295805092,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.389228532690369,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.3685829582982753,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.5325002028483721,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.5479699942697205,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.3541451106723579,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4191471122430671,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.1001795513315376,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5333781579472954,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.4777261954119652,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6360231832225773,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.4621593304006542,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6165316331703613,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6410570022486244,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.7063461671266975,1,7
Tuned Random Forest,Sigmoid,2022-23,H,0.3160182865081421,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.32516059006744674,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.5745802531734656,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.7231956925717761,1,7
Tuned Random Forest,Sigmoid,2022-23,H,0.48717799416274893,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.2816993275263467,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.33789043495523874,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.22021483096160333,1,2
Tuned Random Forest,Sigmoid,2022-23,H,0.6062898442114678,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.382664233476175,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.4678418986886111,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.40312400434107126,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.5284011359764529,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.44648450716039784,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.16174800314425283,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5912731515611003,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.2596995870691923,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.617011829549431,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.42959012534081426,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.08911372243851914,0,0
Tuned Random Forest,Sigmoid,2022-23,H,0.1355584669521814,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.49374887031502934,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.18237309781455277,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.35494347640465956,0,3
Tuned Random Forest,Sigmoid,2022-23,H,0.569881421175436,0,5
Tuned Random Forest,Sigmoid,2022-23,H,0.17569129248493223,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.4372734131497047,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.4045068768610279,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6190964473146706,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.6931020248166561,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.44245961263054767,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.6567994589336069,0,6
Tuned Random Forest,Sigmoid,2022-23,H,0.15236024325632763,0,1
Tuned Random Forest,Sigmoid,2022-23,H,0.5108686445645457,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.6500338693820433,1,6
Tuned Random Forest,Sigmoid,2022-23,H,0.36985033954030894,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.14637172636044177,1,1
Tuned Random Forest,Sigmoid,2022-23,H,0.2433440172599766,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.435438495987579,0,4
Tuned Random Forest,Sigmoid,2022-23,H,0.405724515741027,1,4
Tuned Random Forest,Sigmoid,2022-23,H,0.24831116226532704,0,2
Tuned Random Forest,Sigmoid,2022-23,H,0.37498450132446404,1,3
Tuned Random Forest,Sigmoid,2022-23,H,0.5656424021440022,1,5
Tuned Random Forest,Sigmoid,2022-23,H,0.10934181522957002,0,1
Tuned Random Forest,Sigmoid,2023-24,H,0.2023919711434558,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.6532939438932228,1,6
Tuned Random Forest,Sigmoid,2023-24,H,0.3293459400749319,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.5122021861231468,1,5
Tuned Random Forest,Sigmoid,2023-24,H,0.3488778090883061,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.4354943503306736,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.26288351443061975,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.37345913892926097,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.232729813153015,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.6157517988630058,1,6
Tuned Random Forest,Sigmoid,2023-24,H,0.44971948980430393,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.28944315022225015,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.6188289472523958,1,6
Tuned Random Forest,Sigmoid,2023-24,H,0.5590041180444927,1,5
Tuned Random Forest,Sigmoid,2023-24,H,0.31232467348377013,1,3
Tuned Random Forest,Sigmoid,2023-24,H,0.23876691426059324,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.511891022494904,1,5
Tuned Random Forest,Sigmoid,2023-24,H,0.33257963712666716,1,3
Tuned Random Forest,Sigmoid,2023-24,H,0.2268142307515846,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.47502680558655785,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.6886891403919686,0,6
Tuned Random Forest,Sigmoid,2023-24,H,0.20765644803892672,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.5099013579370747,0,5
Tuned Random Forest,Sigmoid,2023-24,H,0.5208268249817047,0,5
Tuned Random Forest,Sigmoid,2023-24,H,0.3552275568926939,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.5839201033664326,1,5
Tuned Random Forest,Sigmoid,2023-24,H,0.25370817460192363,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.3124666547963378,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.1791058040964318,0,1
Tuned Random Forest,Sigmoid,2023-24,H,0.3345570822798591,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.6322008293129044,0,6
Tuned Random Forest,Sigmoid,2023-24,H,0.37298089468449575,1,3
Tuned Random Forest,Sigmoid,2023-24,H,0.221534302985691,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.4743245966818314,0,4
Tuned Random Forest,Sigmoid,2023-24,H,0.7110443851663522,1,7
Tuned Random Forest,Sigmoid,2023-24,H,0.3588114523515119,0,3
Tuned Random Forest,Sigmoid,2023-24,H,0.44975254444307655,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.43052908530119227,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.5776779111624848,1,5
Tuned Random Forest,Sigmoid,2023-24,H,0.4448303293182365,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.4260196524367172,1,4
Tuned Random Forest,Sigmoid,2023-24,H,0.42539069848615446,0,4
Tuned Random Forest,Sigmoid,2023-24,H,0.3950761996212192,1,3
Tuned Random Forest,Sigmoid,2023-24,H,0.6992481924474995,1,6
Tuned Random Forest,Sigmoid,2023-24,H,0.21064427538795147,0,2
Tuned Random Forest,Sigmoid,2023-24,H,0.1866657491210434,0,1
